Cards,Move History,Outcome
"2, 1, 8, 3","[(2, 'posts small blind 50'), (0, 'posts big blind 100'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (1, 'folds'), (2, 'raises 200 to 300'), (0, 'folds')]",0
"8, 3, 9, 2, 5, 4, 6, 2, 13, 2, 1, 3, 3, 2","[(0, 'posts small blind 50'), (3, 'posts big blind 100'), (4, 'folds'), (5, 'folds'), (1, 'folds'), (2, 'raises 125 to 225'), (0, 'folds'), (3, 'calls 125'), (3, 'checks'), (2, 'checks'), (3, 'checks'), (2, 'checks'), (3, 'bets 1000'), (2, 'folds')]",0
"5, 1, 3, 1","[(3, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'folds'), (1, 'folds'), (2, 'folds'), (0, 'folds'), (3, 'folds')]",0
"10, 4, 7, 1","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (1, 'folds'), (2, 'folds'), (0, 'folds'), (3, 'folds'), (4, 'folds')]",0
"11, 1, 9, 2, 11, 3, 1, 3, 1, 2","[(5, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'folds'), (0, 'folds'), (3, 'raises 110 to 210'), (4, 'folds'), (5, 'raises 940 to 1150'), (1, 'calls 1050'), (3, 'folds'), (5, 'checks'), (1, 'bets 700'), (5, 'folds')]",0
"12, 3, 2, 1, 5, 1, 11, 3, 4, 1, 10, 1, 4, 3","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (0, 'folds'), (3, 'raises 100 to 200'), (4, 'folds'), (5, 'folds'), (1, 'folds'), (2, 'calls 100'), (2, 'checks'), (3, 'bets 135'), (2, 'raises 540 to 675'), (3, 'calls 540'), (2, 'bets 1375'), (3, 'calls 1375'), (2, 'checks'), (3, 'checks'), (2, 'shows [Jd Ah]'), (3, 'shows [Ad Js]')]",0
"6, 3, 9, 1, 1, 2, 12, 1, 4, 2, 6, 4, 1, 1","[(2, 'posts small blind 50'), (0, 'posts big blind 100'), (3, 'raises 100 to 200'), (4, 'folds'), (5, 'calls 200'), (1, 'folds'), (2, 'raises 925 to 1125'), (0, 'folds'), (3, 'folds'), (5, 'calls 925'), (2, 'bets 1000'), (5, 'calls 1000'), (2, 'checks'), (5, 'checks'), (2, 'checks'), (5, 'checks'), (5, 'shows [As Kc]')]",0
"4, 3, 10, 1","[(0, 'posts small blind 50'), (3, 'posts big blind 100'), (4, 'folds'), (5, 'folds'), (1, 'folds'), (2, 'raises 125 to 225'), (0, 'folds'), (3, 'raises 1125 to 1350'), (2, 'folds')]",0
"5, 4, 4, 4, 7, 1, 10, 1, 9, 3, 2, 1","[(3, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'folds'), (1, 'folds'), (2, 'folds'), (0, 'raises 150 to 250'), (3, 'folds'), (4, 'calls 150'), (4, 'checks'), (0, 'checks'), (4, 'bets 400'), (0, 'folds')]",0
"4, 2, 4, 3, 8, 1, 9, 4, 13, 4, 9, 3, 3, 3","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (1, 'folds'), (2, 'folds'), (0, 'raises 100 to 200'), (3, 'folds'), (4, 'folds'), (5, 'raises 1000 to 1200'), (0, 'calls 1000'), (5, 'checks'), (0, 'checks'), (5, 'checks'), (0, 'checks'), (5, 'bets 750'), (0, 'folds')]",0
"6, 3, 7, 1","[(5, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'folds'), (0, 'folds'), (3, 'raises 110 to 210'), (4, 'folds'), (5, 'folds'), (1, 'folds')]",0
"8, 3, 3, 1","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (0, 'folds'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (1, 'folds')]",0
"6, 1, 1, 2, 11, 2, 11, 1, 8, 4, 13, 1, 6, 2","[(2, 'posts small blind 50'), (0, 'posts big blind 100'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (1, 'raises 150 to 250'), (2, 'calls 200'), (0, 'folds'), (2, 'checks'), (1, 'bets 250'), (2, 'calls 250'), (2, 'checks'), (1, 'checks'), (2, 'checks'), (1, 'bets 400'), (2, 'folds')]",0
"13, 1, 10, 4","[(0, 'posts small blind 50'), (3, 'posts big blind 100'), (4, 'raises 110 to 210'), (5, 'folds'), (1, 'raises 440 to 650'), (2, 'folds'), (0, 'folds'), (3, 'folds'), (4, 'raises 1350 to 2000'), (1, 'folds')]",0
"4, 2, 8, 4, 7, 1, 3, 4, 2, 1, 9, 3","[(3, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'folds'), (1, 'folds'), (2, 'folds'), (0, 'folds'), (3, 'raises 135 to 235'), (4, 'raises 470 to 705'), (3, 'calls 470'), (3, 'checks'), (4, 'bets 450'), (3, 'calls 450'), (3, 'checks'), (4, 'bets 1500'), (3, 'folds')]",0
"1, 4, 12, 3, 6, 1, 11, 4, 12, 2, 10, 3","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (1, 'folds'), (2, 'folds'), (0, 'raises 100 to 200'), (3, 'folds'), (4, 'folds'), (5, 'calls 100'), (5, 'checks'), (0, 'bets 450'), (5, 'calls 450'), (5, 'checks'), (0, 'bets 2025'), (5, 'folds')]",1
"10, 4, 5, 1","[(5, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'folds'), (0, 'folds'), (3, 'folds'), (4, 'raises 150 to 250'), (5, 'folds'), (1, 'folds')]",0
"12, 4, 13, 4, 5, 2, 13, 1, 4, 2","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (0, 'raises 100 to 200'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (1, 'folds'), (2, 'calls 100'), (2, 'checks'), (0, 'bets 225'), (2, 'raises 675 to 900'), (0, 'folds')]",0
"10, 2, 12, 1","[(2, 'posts small blind 50'), (0, 'posts big blind 100'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (1, 'raises 150 to 250'), (2, 'raises 850 to 1100'), (0, 'folds'), (1, 'folds')]",0
"2, 2, 4, 3","[(0, 'posts small blind 50'), (3, 'posts big blind 100'), (4, 'folds'), (5, 'folds'), (1, 'folds'), (2, 'folds'), (0, 'folds')]",0
"8, 3, 10, 3, 11, 4, 8, 4, 12, 1","[(3, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'raises 100 to 200'), (1, 'folds'), (2, 'folds'), (0, 'calls 200'), (3, 'folds'), (4, 'folds'), (5, 'checks'), (0, 'bets 275'), (5, 'folds')]",1
"7, 1, 6, 2, 4, 2, 2, 2, 8, 4, 1, 4, 9, 4","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (1, 'folds'), (2, 'raises 125 to 225'), (0, 'folds'), (3, 'calls 225'), (4, 'folds'), (5, 'calls 125'), (5, 'checks'), (2, 'checks'), (3, 'bets 180'), (5, 'folds'), (2, 'calls 180'), (2, 'checks'), (3, 'checks'), (2, 'bets 1350'), (3, 'folds')]",0
"12, 3, 10, 4","[(5, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'raises 125 to 225'), (0, 'folds'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (1, 'raises 725 to 950'), (2, 'folds')]",0
"5, 3, 11, 1","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (0, 'folds'), (3, 'folds'), (4, 'raises 110 to 210'), (5, 'folds'), (1, 'folds'), (2, 'folds')]",0
"5, 3, 11, 2","[(2, 'posts small blind 50'), (0, 'posts big blind 100'), (3, 'folds'), (4, 'raises 110 to 210'), (5, 'folds'), (1, 'folds'), (2, 'folds'), (0, 'folds')]",0
"5, 2, 1, 4, 9, 1, 8, 4, 3, 3, 5, 4, 2, 1","[(0, 'posts small blind 50'), (3, 'posts big blind 100'), (4, 'raises 110 to 210'), (5, 'folds'), (1, 'raises 440 to 650'), (2, 'folds'), (0, 'folds'), (3, 'folds'), (4, 'calls 440'), (4, 'checks'), (1, 'checks'), (4, 'bets 1600'), (1, 'calls 1600'), (4, 'bets 7750 and is all-in'), (1, 'calls 7750 and is all-in'), (1, 'shows [Kc Kd]')]",0
"10, 3, 7, 2, 1, 3, 10, 2, 3, 4","[(3, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'folds'), (1, 'folds'), (2, 'raises 125 to 225'), (0, 'folds'), (3, 'folds'), (4, 'calls 125'), (4, 'checks'), (2, 'bets 250'), (4, 'raises 1000 to 1250'), (2, 'folds')]",0
"12, 1, 10, 2","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (1, 'raises 150 to 250'), (2, 'folds'), (0, 'folds'), (3, 'folds'), (4, 'folds'), (5, 'folds')]",0
"11, 2, 11, 1, 8, 2, 12, 3, 8, 4, 4, 1, 1, 1","[(5, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'folds'), (0, 'raises 100 to 200'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (1, 'calls 100'), (1, 'checks'), (0, 'checks'), (1, 'checks'), (0, 'checks'), (1, 'checks'), (0, 'checks'), (1, 'shows [Ad Qs]')]",0
"12, 4, 13, 4, 6, 2, 10, 3, 1, 3, 2, 1","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (0, 'raises 100 to 200'), (3, 'folds'), (4, 'calls 200'), (5, 'folds'), (1, 'folds'), (2, 'calls 100'), (2, 'checks'), (0, 'bets 325'), (4, 'calls 325'), (2, 'folds'), (0, 'bets 1950'), (4, 'folds')]",1
"5, 3, 8, 1, 4, 2, 3, 4, 2, 4, 10, 4, 1, 4","[(2, 'posts small blind 50'), (0, 'posts big blind 100'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (1, 'raises 150 to 250'), (2, 'calls 200'), (0, 'folds'), (2, 'checks'), (1, 'bets 300'), (2, 'calls 300'), (2, 'checks'), (1, 'checks'), (2, 'checks'), (1, 'checks'), (2, 'shows [6s 6d]')]",0
"2, 3, 1, 1","[(0, 'posts small blind 50'), (3, 'posts big blind 100'), (4, 'folds'), (5, 'folds'), (1, 'folds'), (2, 'folds'), (0, 'calls 50'), (3, 'raises 200 to 300'), (0, 'folds')]",0
"5, 4, 5, 1, 10, 1, 9, 3, 11, 3, 10, 4, 12, 3","[(3, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'raises 100 to 200'), (1, 'folds'), (2, 'folds'), (0, 'calls 200'), (3, 'folds'), (4, 'folds'), (5, 'checks'), (0, 'checks'), (5, 'checks'), (0, 'checks'), (5, 'checks'), (0, 'checks'), (5, 'shows [Js Jd]')]",0
"13, 2, 1, 2","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (1, 'folds'), (2, 'folds'), (0, 'raises 125 to 225'), (3, 'folds'), (4, 'folds'), (5, 'folds')]",1
"12, 4, 9, 4, 9, 3, 8, 3, 2, 1, 4, 3, 13, 3","[(5, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'folds'), (0, 'raises 100 to 200'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (1, 'calls 100'), (1, 'checks'), (0, 'checks'), (1, 'checks'), (0, 'checks'), (1, 'checks'), (0, 'checks'), (1, 'shows [Td Ac]')]",0
"13, 3, 8, 4, 11, 3, 12, 3, 1, 2, 7, 2, 6, 4","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (0, 'folds'), (3, 'folds'), (4, 'raises 110 to 210'), (5, 'folds'), (1, 'folds'), (2, 'calls 110'), (2, 'checks'), (4, 'bets 235'), (2, 'calls 235'), (2, 'checks'), (4, 'checks'), (2, 'checks'), (4, 'bets 470'), (2, 'calls 470'), (4, 'shows [Jh Ac]')]",0
"8, 3, 1, 2","[(2, 'posts small blind 50'), (0, 'posts big blind 100'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (1, 'folds'), (2, 'folds')]",1
"5, 1, 8, 3","[(0, 'posts small blind 50'), (3, 'posts big blind 100'), (4, 'folds'), (5, 'folds'), (1, 'folds'), (2, 'folds'), (0, 'folds')]",0
"10, 2, 9, 4","[(3, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'folds'), (1, 'folds'), (2, 'folds'), (0, 'raises 100 to 200'), (3, 'folds'), (4, 'raises 900 to 1100'), (0, 'folds')]",0
"1, 3, 12, 3, 3, 2, 11, 2, 2, 2, 13, 2","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (1, 'folds'), (2, 'folds'), (0, 'raises 100 to 200'), (3, 'raises 500 to 700'), (4, 'folds'), (5, 'folds'), (0, 'calls 500'), (0, 'checks'), (3, 'checks'), (0, 'checks'), (3, 'bets 450'), (0, 'folds')]",0
"6, 1, 6, 2, 4, 3, 7, 3, 1, 2, 1, 4, 11, 1","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'raises 100 to 200'), (4, 'folds'), (5, 'folds'), (0, 'calls 200'), (1, 'folds'), (2, 'folds'), (3, 'checks'), (0, 'checks'), (3, 'checks'), (0, 'checks'), (3, 'checks'), (0, 'checks'), (0, 'shows [6h 6d]')]",1
"11, 2, 8, 3, 5, 2, 5, 4, 6, 2, 10, 4, 9, 1","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (1, 'folds'), (2, 'calls 50'), (3, 'checks'), (2, 'checks'), (3, 'bets 100'), (2, 'calls 100'), (2, 'checks'), (3, 'checks'), (2, 'checks'), (3, 'bets 300'), (2, 'folds')]",0
"4, 1, 4, 4, 5, 2, 6, 4, 11, 4, 1, 3, 6, 1","[(3, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'folds'), (0, 'raises 100 to 200'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (4, 'calls 100'), (4, 'checks'), (0, 'checks'), (4, 'checks'), (0, 'bets 225'), (4, 'calls 225'), (4, 'checks'), (0, 'checks'), (4, 'shows [7c Ad]')]",0
"3, 4, 10, 3","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (0, 'folds'), (1, 'folds'), (2, 'raises 110 to 210'), (3, 'raises 490 to 700'), (4, 'folds'), (5, 'folds'), (2, 'raises 1350 to 2050'), (3, 'folds')]",0
"9, 1, 3, 2","[(5, 'posts small blind 50'), (0, 'posts big blind 100'), (1, 'folds'), (2, 'folds'), (3, 'raises 110 to 210'), (4, 'folds'), (5, 'folds'), (0, 'folds')]",0
"3, 2, 1, 2, 4, 2, 12, 4, 5, 3, 7, 4, 13, 2","[(0, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'folds'), (3, 'folds'), (4, 'folds'), (5, 'raises 125 to 225'), (0, 'calls 175'), (1, 'folds'), (0, 'checks'), (5, 'checks'), (0, 'checks'), (5, 'bets 412'), (0, 'calls 412'), (0, 'checks'), (5, 'checks'), (0, 'shows [3d Ad]')]",1
"1, 2, 4, 1","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'folds'), (4, 'raises 125 to 225'), (5, 'folds'), (0, 'folds'), (1, 'folds'), (2, 'folds')]",0
"10, 4, 3, 2, 7, 2, 9, 4, 4, 4, 6, 3, 2, 2","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (1, 'raises 125 to 225'), (2, 'folds'), (3, 'calls 125'), (3, 'checks'), (1, 'bets 550'), (3, 'calls 550'), (3, 'checks'), (1, 'checks'), (3, 'checks'), (1, 'checks'), (1, 'shows [As Ks]')]",0
"3, 3, 2, 1","[(3, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'folds'), (0, 'folds'), (1, 'folds'), (2, 'folds'), (3, 'folds')]",0
"12, 3, 13, 3, 2, 1, 11, 1, 6, 3, 4, 2, 5, 3","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (0, 'raises 100 to 200'), (1, 'folds'), (2, 'folds'), (3, 'calls 200'), (4, 'folds'), (5, 'calls 100'), (5, 'checks'), (0, 'checks'), (3, 'checks'), (5, 'checks'), (0, 'checks'), (3, 'checks'), (5, 'checks'), (0, 'checks'), (3, 'checks'), (3, 'shows [Ks As]')]",0
"5, 1, 3, 3","[(5, 'posts small blind 50'), (0, 'posts big blind 100'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (4, 'folds'), (5, 'folds')]",1
"7, 2, 12, 4","[(0, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'raises 110 to 210'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (1, 'raises 940 to 1150'), (2, 'folds')]",0
"8, 3, 4, 3, 4, 2, 13, 3, 10, 4, 11, 2, 11, 4","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'raises 100 to 200'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (1, 'folds'), (2, 'calls 100'), (2, 'checks'), (3, 'bets 225'), (2, 'calls 225'), (2, 'checks'), (3, 'checks'), (2, 'checks'), (3, 'bets 750'), (2, 'raises 2400 to 3150'), (3, 'folds')]",0
"9, 4, 4, 3, 5, 3, 11, 3, 1, 4, 13, 3, 3, 4","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (4, 'folds'), (5, 'raises 125 to 225'), (0, 'folds'), (1, 'folds'), (2, 'folds'), (3, 'calls 125'), (3, 'checks'), (5, 'checks'), (3, 'checks'), (5, 'checks'), (3, 'bets 375'), (5, 'calls 375'), (5, 'shows [Jd 7d]')]",0
"3, 3, 12, 2","[(3, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'folds'), (0, 'folds'), (1, 'folds'), (2, 'folds'), (3, 'folds')]",0
"8, 2, 5, 2, 12, 1, 2, 3, 3, 2, 7, 3","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (0, 'folds'), (1, 'raises 100 to 200'), (2, 'folds'), (3, 'folds'), (4, 'folds'), (5, 'calls 100'), (5, 'checks'), (1, 'bets 135'), (5, 'calls 135'), (5, 'checks'), (1, 'bets 1440'), (5, 'folds')]",0
"2, 2, 3, 4","[(5, 'posts small blind 50'), (0, 'posts big blind 100'), (1, 'raises 100 to 200'), (2, 'folds'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (0, 'folds')]",0
"7, 3, 3, 1","[(0, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'raises 110 to 210'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (1, 'folds')]",0
"4, 3, 1, 3, 2, 4, 13, 2, 6, 2, 11, 1, 13, 4","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'folds'), (4, 'folds'), (5, 'raises 125 to 225'), (0, 'calls 225'), (1, 'folds'), (2, 'folds'), (5, 'checks'), (0, 'bets 300'), (5, 'calls 300'), (5, 'checks'), (0, 'checks'), (5, 'checks'), (0, 'checks'), (5, 'shows [6s 5s]')]",0
"6, 3, 2, 3","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (4, 'folds'), (5, 'raises 125 to 225'), (0, 'folds'), (1, 'folds'), (2, 'folds'), (3, 'folds')]",0
"7, 4, 1, 3, 5, 4, 6, 3, 6, 2, 13, 4, 11, 2","[(3, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'folds'), (0, 'folds'), (1, 'raises 110 to 210'), (2, 'folds'), (3, 'folds'), (4, 'calls 110'), (4, 'checks'), (1, 'bets 140'), (4, 'calls 140'), (4, 'checks'), (1, 'checks'), (4, 'bets 1200'), (1, 'folds')]",0
"8, 1, 7, 3, 6, 4, 4, 2, 13, 2","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (0, 'folds'), (1, 'folds'), (2, 'folds'), (3, 'raises 125 to 225'), (4, 'calls 175'), (5, 'calls 125'), (4, 'checks'), (5, 'checks'), (3, 'bets 255'), (4, 'folds'), (5, 'folds')]",0
"2, 4, 11, 1, 9, 4, 8, 1, 1, 2, 7, 3","[(5, 'posts small blind 50'), (0, 'posts big blind 100'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (4, 'raises 125 to 225'), (5, 'calls 175'), (0, 'folds'), (5, 'checks'), (4, 'bets 325'), (5, 'calls 325'), (5, 'checks'), (4, 'bets 850'), (5, 'raises 2225 to 3075'), (4, 'folds')]",0
"10, 4, 2, 2, 3, 2, 4, 4, 10, 3","[(0, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'raises 110 to 210'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (1, 'calls 110'), (1, 'checks'), (2, 'bets 235'), (1, 'raises 365 to 600'), (2, 'folds')]",0
"5, 2, 3, 1, 3, 4, 10, 2, 2, 4, 4, 3","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'folds'), (4, 'raises 125 to 225'), (5, 'folds'), (0, 'folds'), (1, 'calls 175'), (2, 'folds'), (1, 'checks'), (4, 'bets 412'), (1, 'calls 412'), (1, 'checks'), (4, 'bets 1030'), (1, 'folds')]",0
"11, 1, 13, 2","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (4, 'folds'), (5, 'folds'), (0, 'raises 125 to 225'), (1, 'folds'), (2, 'folds'), (3, 'raises 1000 to 1225'), (0, 'folds')]",0
"1, 3, 10, 3","[(3, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'folds'), (0, 'raises 150 to 250'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (4, 'folds')]",1
"2, 1, 4, 4","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (0, 'folds'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (4, 'folds')]",0
"1, 2, 9, 1, 2, 2, 5, 1, 10, 1","[(5, 'posts small blind 50'), (0, 'posts big blind 100'), (1, 'folds'), (2, 'raises 110 to 210'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (0, 'calls 110'), (0, 'checks'), (2, 'bets 235'), (0, 'folds')]",0
"9, 1, 10, 4, 8, 4, 2, 3, 1, 4, 6, 1","[(0, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'folds'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (0, 'raises 100 to 200'), (1, 'calls 100'), (0, 'checks'), (1, 'checks'), (0, 'bets 800'), (1, 'folds')]",1
"4, 2, 11, 1, 4, 3, 2, 1, 2, 4","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'folds'), (4, 'raises 125 to 225'), (5, 'folds'), (0, 'folds'), (1, 'folds'), (2, 'calls 125'), (2, 'checks'), (4, 'bets 250'), (2, 'folds')]",0
"7, 2, 3, 1, 8, 3, 9, 3, 4, 4, 1, 4","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (1, 'folds'), (2, 'raises 200 to 300'), (3, 'calls 200'), (2, 'checks'), (3, 'checks'), (2, 'bets 700'), (3, 'folds')]",0
"12, 4, 12, 2, 7, 3, 7, 2, 1, 2, 8, 4","[(3, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'folds'), (0, 'raises 100 to 200'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (4, 'raises 600 to 800'), (0, 'calls 600'), (4, 'bets 777'), (0, 'calls 777'), (4, 'bets 1000'), (0, 'folds')]",0
"11, 3, 12, 2","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (0, 'raises 187 to 287'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (4, 'folds'), (5, 'folds')]",1
"11, 4, 2, 1","[(5, 'posts small blind 50'), (0, 'posts big blind 100'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (4, 'folds'), (5, 'folds')]",1
"3, 1, 3, 4, 8, 2, 9, 3, 5, 2","[(0, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'folds'), (3, 'raises 105 to 205'), (4, 'raises 420 to 625'), (5, 'folds'), (0, 'folds'), (1, 'folds'), (3, 'calls 420'), (3, 'checks'), (4, 'bets 999'), (3, 'folds')]",0
"13, 4, 12, 1, 4, 3, 5, 2, 11, 3, 3, 4, 7, 3","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (0, 'raises 150 to 250'), (1, 'folds'), (2, 'calls 150'), (2, 'checks'), (0, 'checks'), (2, 'checks'), (0, 'checks'), (2, 'bets 550'), (0, 'folds')]",0
"7, 4, 9, 3","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (1, 'raises 125 to 225'), (2, 'folds'), (3, 'folds')]",0
"3, 4, 4, 1, 4, 2, 13, 2, 9, 1, 7, 4, 10, 4","[(3, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'folds'), (0, 'folds'), (1, 'raises 110 to 210'), (2, 'folds'), (3, 'folds'), (4, 'calls 110'), (4, 'checks'), (1, 'checks'), (4, 'checks'), (1, 'checks'), (4, 'bets 400'), (1, 'calls 400'), (4, 'shows [Th 7d]')]",0
"10, 1, 5, 4","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (0, 'folds'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (4, 'raises 200 to 300'), (5, 'raises 600 to 900'), (4, 'raises 1350 to 2250'), (5, 'raises 7750 to 10000 and is all-in'), (4, 'folds')]",0
"7, 3, 12, 4, 12, 1, 9, 3, 9, 1, 6, 1, 10, 1","[(5, 'posts small blind 50'), (0, 'posts big blind 100'), (1, 'folds'), (2, 'folds'), (3, 'raises 110 to 210'), (4, 'folds'), (5, 'calls 160'), (0, 'folds'), (5, 'checks'), (3, 'bets 225'), (5, 'calls 225'), (5, 'checks'), (3, 'checks'), (5, 'checks'), (3, 'bets 655'), (5, 'calls 655'), (5, 'shows [2s 2h]')]",0
"4, 4, 13, 1, 12, 1, 2, 1, 13, 4, 8, 4, 2, 4","[(0, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'folds'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (0, 'calls 50'), (1, 'checks'), (0, 'checks'), (1, 'bets 100'), (0, 'calls 100'), (0, 'checks'), (1, 'bets 700'), (0, 'calls 700'), (0, 'checks'), (1, 'bets 9100 and is all-in'), (0, 'folds')]",0
"5, 4, 2, 1, 12, 1, 4, 2, 7, 3","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (1, 'raises 135 to 235'), (2, 'calls 135'), (1, 'checks'), (2, 'bets 235'), (1, 'folds')]",0
"6, 3, 12, 2","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (1, 'folds'), (2, 'folds')]",0
"11, 2, 6, 3, 12, 4, 9, 1, 8, 2, 9, 3, 11, 4","[(3, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'raises 125 to 225'), (0, 'folds'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (4, 'calls 125'), (4, 'checks'), (5, 'checks'), (4, 'checks'), (5, 'checks'), (4, 'checks'), (5, 'checks'), (5, 'shows [Ad 3d]')]",0
"13, 2, 12, 1, 5, 2, 13, 4, 2, 1, 3, 2, 4, 4","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (0, 'raises 125 to 225'), (1, 'calls 225'), (2, 'folds'), (3, 'folds'), (4, 'folds'), (5, 'calls 125'), (5, 'checks'), (0, 'bets 362'), (1, 'calls 362'), (5, 'calls 362'), (5, 'checks'), (0, 'checks'), (1, 'checks'), (5, 'checks'), (0, 'checks'), (1, 'checks'), (1, 'shows [Th Ah]')]",0
"2, 3, 7, 2, 12, 3, 10, 4, 3, 3, 12, 1, 13, 3","[(5, 'posts small blind 50'), (0, 'posts big blind 100'), (1, 'folds'), (2, 'raises 110 to 210'), (3, 'calls 210'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (2, 'checks'), (3, 'checks'), (2, 'bets 285'), (3, 'calls 285'), (2, 'checks'), (3, 'bets 425'), (2, 'raises 2985 to 3410'), (3, 'calls 2985'), (2, 'shows [Kh Kd]')]",0
