Cards,Move History,Outcome
"3, 4, 5, 1, 4, 3, 3, 1, 9, 3, 9, 4, 1, 4","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (4, 'raises 125 to 225'), (5, 'folds'), (1, 'folds'), (0, 'folds'), (2, 'raises 700 to 925'), (3, 'folds'), (4, 'calls 700'), (2, 'bets 650'), (4, 'calls 650'), (2, 'bets 1075'), (4, 'calls 1075'), (2, 'checks'), (4, 'bets 7350 and is all-in'), (2, 'folds')]",0
"3, 3, 8, 1, 6, 2, 12, 1, 9, 4, 1, 4, 2, 2","[(3, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'raises 110 to 210'), (1, 'folds'), (0, 'folds'), (2, 'calls 210'), (3, 'folds'), (4, 'calls 110'), (4, 'checks'), (5, 'checks'), (2, 'bets 420'), (4, 'raises 1140 to 1560'), (5, 'folds'), (2, 'calls 1140'), (4, 'checks'), (2, 'checks'), (4, 'checks'), (2, 'bets 1250'), (4, 'calls 1250'), (2, 'shows [Kd Kc]')]",0
"6, 1, 6, 3, 10, 2, 6, 2, 12, 2, 8, 2, 4, 2","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (1, 'folds'), (0, 'raises 100 to 200'), (2, 'raises 425 to 625'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (0, 'calls 425'), (0, 'checks'), (2, 'checks'), (0, 'checks'), (2, 'checks'), (0, 'checks'), (2, 'bets 700'), (0, 'calls 700'), (0, 'shows [6h 6c]'), (2, 'shows [3c 3h]')]",0
"5, 2, 8, 3","[(5, 'posts small blind 50'), (1, 'posts big blind 100'), (0, 'folds'), (2, 'folds'), (3, 'folds'), (4, 'folds'), (5, 'calls 50'), (1, 'raises 200 to 300'), (5, 'folds')]",0
"1, 2, 10, 1, 13, 2, 10, 2, 5, 2, 10, 3, 8, 3","[(1, 'posts small blind 50'), (0, 'posts big blind 100'), (2, 'folds'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (1, 'raises 135 to 235'), (0, 'calls 135'), (1, 'checks'), (0, 'bets 235'), (1, 'calls 235'), (1, 'checks'), (0, 'checks'), (1, 'checks'), (0, 'bets 1410'), (1, 'calls 1410'), (0, 'shows [Ad Th]')]",1
"3, 3, 8, 1, 13, 2, 5, 4, 7, 1, 2, 1, 6, 3","[(0, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'raises 100 to 200'), (4, 'folds'), (5, 'folds'), (1, 'folds'), (0, 'folds'), (2, 'calls 100'), (2, 'checks'), (3, 'bets 150'), (2, 'calls 150'), (2, 'checks'), (3, 'bets 555'), (2, 'calls 555'), (2, 'checks'), (3, 'bets 1337'), (2, 'calls 1337'), (3, 'shows [Ks As]')]",0
"4, 1, 11, 3","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (4, 'raises 125 to 225'), (5, 'folds'), (1, 'folds'), (0, 'folds'), (2, 'folds'), (3, 'folds')]",0
"6, 2, 8, 1, 7, 1, 11, 2, 3, 4, 6, 4, 8, 2","[(3, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'folds'), (1, 'folds'), (0, 'folds'), (2, 'folds'), (3, 'calls 50'), (4, 'checks'), (3, 'checks'), (4, 'checks'), (3, 'checks'), (4, 'checks'), (3, 'checks'), (4, 'bets 150'), (3, 'folds')]",0
"11, 2, 13, 1","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (1, 'raises 100 to 200'), (0, 'folds'), (2, 'folds'), (3, 'folds'), (4, 'folds'), (5, 'folds')]",0
"11, 4, 1, 1, 5, 4, 2, 3, 1, 4, 13, 3, 2, 2","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (0, 'raises 150 to 250'), (1, 'folds'), (2, 'calls 150'), (2, 'checks'), (0, 'bets 275'), (2, 'calls 275'), (2, 'checks'), (0, 'bets 2200'), (2, 'calls 2200'), (2, 'checks'), (0, 'bets 7275 and is all-in'), (2, 'folds')]",1
"5, 1, 1, 3, 3, 4, 5, 4, 11, 4, 6, 1, 2, 3","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (4, 'folds'), (5, 'folds'), (0, 'raises 125 to 225'), (1, 'calls 225'), (2, 'folds'), (3, 'folds'), (0, 'checks'), (1, 'checks'), (0, 'checks'), (1, 'checks'), (0, 'checks'), (1, 'bets 450'), (0, 'folds')]",0
"5, 2, 4, 1, 2, 1, 9, 3, 8, 1","[(3, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'folds'), (0, 'folds'), (1, 'folds'), (2, 'raises 125 to 225'), (3, 'folds'), (4, 'calls 125'), (4, 'checks'), (2, 'bets 375'), (4, 'folds')]",0
"6, 3, 9, 2, 10, 4, 2, 2, 11, 1, 2, 1, 12, 3","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (0, 'folds'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (4, 'calls 50'), (5, 'raises 200 to 300'), (4, 'calls 200'), (4, 'checks'), (5, 'bets 480'), (4, 'calls 480'), (4, 'checks'), (5, 'checks'), (4, 'checks'), (5, 'bets 9220 and is all-in'), (4, 'folds')]",0
"8, 2, 7, 1, 5, 1, 3, 3, 9, 3, 10, 4","[(5, 'posts small blind 50'), (0, 'posts big blind 100'), (1, 'folds'), (2, 'folds'), (3, 'raises 125 to 225'), (4, 'folds'), (5, 'calls 175'), (0, 'folds'), (5, 'bets 165'), (3, 'calls 165'), (5, 'bets 1320'), (3, 'folds')]",0
"4, 3, 11, 4","[(0, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'folds'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (0, 'folds')]",0
"10, 1, 13, 3, 4, 4, 9, 2, 4, 2, 13, 2, 7, 4","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (0, 'raises 100 to 200'), (1, 'folds'), (2, 'calls 100'), (2, 'checks'), (0, 'checks'), (2, 'checks'), (0, 'checks'), (2, 'bets 337'), (0, 'calls 337'), (0, 'shows [Th Kc]')]",1
"13, 2, 2, 3","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (1, 'raises 150 to 250'), (2, 'folds'), (3, 'folds')]",0
"9, 1, 13, 1","[(3, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'folds'), (0, 'raises 100 to 200'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (4, 'folds')]",1
"3, 1, 7, 2, 5, 2, 3, 4, 1, 2, 7, 4","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (0, 'folds'), (1, 'raises 125 to 225'), (2, 'folds'), (3, 'folds'), (4, 'folds'), (5, 'calls 125'), (5, 'checks'), (1, 'checks'), (5, 'checks'), (1, 'bets 200'), (5, 'raises 1200 to 1400'), (1, 'folds')]",0
"5, 3, 8, 3, 7, 4, 7, 2, 9, 2, 13, 1","[(5, 'posts small blind 50'), (0, 'posts big blind 100'), (1, 'folds'), (2, 'folds'), (3, 'raises 125 to 225'), (4, 'folds'), (5, 'folds'), (0, 'calls 125'), (0, 'checks'), (3, 'checks'), (0, 'bets 1000'), (3, 'folds')]",1
"5, 2, 9, 4, 8, 2, 9, 1, 4, 2, 1, 3","[(0, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'folds'), (3, 'folds'), (4, 'folds'), (5, 'raises 122 to 222'), (0, 'folds'), (1, 'raises 777 to 999'), (5, 'calls 777'), (1, 'bets 700'), (5, 'calls 700'), (1, 'bets 2000'), (5, 'folds')]",0
"7, 3, 13, 3","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (0, 'raises 100 to 200'), (1, 'folds'), (2, 'folds')]",1
"5, 2, 6, 2, 10, 4, 12, 4, 1, 1","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (4, 'folds'), (5, 'folds'), (0, 'raises 100 to 200'), (1, 'folds'), (2, 'folds'), (3, 'calls 100'), (3, 'checks'), (0, 'bets 225'), (3, 'folds')]",1
"7, 4, 2, 1","[(3, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'folds'), (0, 'folds'), (1, 'folds'), (2, 'folds'), (3, 'folds')]",0
"12, 4, 1, 3","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (0, 'raises 150 to 250'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (4, 'folds'), (5, 'folds')]",1
"6, 4, 5, 2, 1, 1, 10, 2, 6, 1, 4, 3","[(5, 'posts small blind 50'), (0, 'posts big blind 100'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (4, 'folds'), (5, 'raises 135 to 235'), (0, 'calls 135'), (5, 'bets 285'), (0, 'calls 285'), (5, 'bets 1500'), (0, 'folds')]",0
"7, 1, 2, 3","[(0, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'folds'), (3, 'raises 125 to 225'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (1, 'folds')]",0
"11, 1, 13, 4, 8, 1, 4, 4, 4, 3, 5, 1","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'raises 125 to 225'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (1, 'folds'), (2, 'calls 125'), (2, 'checks'), (3, 'checks'), (2, 'bets 375'), (3, 'folds')]",0
"3, 1, 10, 2","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (4, 'raises 110 to 210'), (5, 'folds'), (0, 'folds'), (1, 'folds'), (2, 'raises 780 to 990'), (3, 'folds'), (4, 'folds')]",0
"9, 1, 3, 4, 6, 4, 5, 1, 3, 3, 4, 3, 12, 2","[(3, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'folds'), (0, 'folds'), (1, 'raises 125 to 225'), (2, 'folds'), (3, 'folds'), (4, 'calls 125'), (4, 'checks'), (1, 'bets 300'), (4, 'raises 550 to 850'), (1, 'calls 550'), (4, 'bets 700'), (1, 'calls 700'), (4, 'bets 2400'), (1, 'calls 2400'), (4, 'shows [Kc 7d]')]",0
"7, 3, 1, 1, 3, 4, 13, 4, 8, 2, 5, 4, 3, 2","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (0, 'folds'), (1, 'folds'), (2, 'folds'), (3, 'raises 125 to 225'), (4, 'folds'), (5, 'calls 125'), (5, 'checks'), (3, 'checks'), (5, 'checks'), (3, 'bets 375'), (5, 'calls 375'), (5, 'checks'), (3, 'checks'), (5, 'shows [2d Kd]')]",0
"6, 2, 2, 2, 1, 1, 12, 1, 13, 3","[(5, 'posts small blind 50'), (0, 'posts big blind 100'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (4, 'raises 150 to 250'), (5, 'folds'), (0, 'calls 150'), (0, 'checks'), (4, 'bets 275'), (0, 'folds')]",0
"4, 2, 7, 2, 11, 1, 2, 2, 5, 1, 3, 3, 4, 4","[(0, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'folds'), (3, 'raises 125 to 225'), (4, 'raises 475 to 700'), (5, 'folds'), (0, 'folds'), (1, 'folds'), (3, 'calls 475'), (3, 'checks'), (4, 'bets 500'), (3, 'calls 500'), (3, 'checks'), (4, 'bets 1850'), (3, 'calls 1850'), (3, 'bets 3725'), (4, 'folds')]",0
"2, 3, 4, 1, 8, 1, 5, 2, 9, 2, 1, 4, 13, 3","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'folds'), (4, 'raises 110 to 210'), (5, 'folds'), (0, 'folds'), (1, 'folds'), (2, 'calls 110'), (2, 'checks'), (4, 'checks'), (2, 'bets 352'), (4, 'calls 352'), (2, 'bets 1174'), (4, 'folds')]",0
"9, 4, 10, 3, 9, 3, 8, 4, 1, 1","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (4, 'folds'), (5, 'folds'), (0, 'raises 150 to 250'), (1, 'folds'), (2, 'folds'), (3, 'calls 150'), (3, 'checks'), (0, 'bets 275'), (3, 'folds')]",1
"1, 1, 8, 4, 9, 4, 9, 1, 11, 2, 3, 1, 2, 3","[(3, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'folds'), (0, 'folds'), (1, 'folds'), (2, 'folds'), (3, 'calls 50'), (4, 'checks'), (3, 'checks'), (4, 'checks'), (3, 'checks'), (4, 'checks'), (3, 'bets 100'), (4, 'calls 100'), (3, 'shows [4d 4c]')]",0
"13, 2, 10, 4","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (0, 'folds'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (4, 'raises 200 to 300'), (5, 'folds')]",0
"13, 1, 2, 4","[(5, 'posts small blind 50'), (0, 'posts big blind 100'), (1, 'folds'), (2, 'folds'), (3, 'raises 125 to 225'), (4, 'folds'), (5, 'folds'), (0, 'folds')]",0
"1, 4, 7, 1, 6, 2, 12, 3, 5, 2, 11, 2, 5, 4","[(0, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'folds'), (3, 'folds'), (4, 'folds'), (5, 'raises 122 to 222'), (0, 'folds'), (1, 'raises 777 to 999'), (5, 'calls 777'), (1, 'bets 700'), (5, 'raises 1100 to 1800'), (1, 'calls 1100'), (1, 'checks'), (5, 'checks'), (1, 'checks'), (5, 'bets 7201 and is all-in'), (1, 'folds')]",0
"6, 2, 12, 1, 8, 3, 12, 2, 7, 3, 12, 3, 5, 3","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (1, 'calls 50'), (2, 'checks'), (1, 'checks'), (2, 'bets 200'), (1, 'raises 425 to 625'), (2, 'calls 425'), (1, 'bets 475'), (2, 'calls 475'), (1, 'bets 800'), (2, 'raises 2000 to 2800'), (1, 'raises 6000 to 8800 and is all-in'), (2, 'folds')]",0
"12, 3, 5, 3, 13, 3, 9, 4, 6, 1, 10, 3, 10, 4","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (4, 'folds'), (5, 'raises 100 to 200'), (0, 'folds'), (1, 'calls 200'), (2, 'folds'), (3, 'folds'), (5, 'checks'), (1, 'checks'), (5, 'checks'), (1, 'checks'), (5, 'checks'), (1, 'checks'), (1, 'shows [9d Ad]')]",0
"6, 4, 12, 4, 13, 1, 10, 3, 4, 3, 12, 1","[(3, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'folds'), (0, 'folds'), (1, 'folds'), (2, 'raises 125 to 225'), (3, 'folds'), (4, 'calls 125'), (4, 'checks'), (2, 'checks'), (4, 'checks'), (2, 'bets 375'), (4, 'folds')]",0
"6, 4, 13, 1","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (0, 'folds'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (4, 'folds')]",0
"3, 1, 4, 2","[(5, 'posts small blind 50'), (0, 'posts big blind 100'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (4, 'raises 150 to 250'), (5, 'folds'), (0, 'folds')]",0
"8, 4, 8, 1, 4, 4, 10, 1, 9, 3, 13, 2","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'folds'), (4, 'raises 110 to 210'), (5, 'folds'), (0, 'calls 210'), (1, 'folds'), (2, 'calls 110'), (2, 'checks'), (4, 'checks'), (0, 'checks'), (2, 'checks'), (4, 'bets 750'), (0, 'folds'), (2, 'folds')]",0
"5, 3, 2, 2, 4, 3, 1, 4, 13, 3","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (1, 'raises 150 to 250'), (2, 'folds'), (3, 'calls 150'), (3, 'checks'), (1, 'bets 275'), (3, 'folds')]",0
"10, 2, 4, 2","[(3, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'folds'), (0, 'folds'), (1, 'raises 125 to 225'), (2, 'folds'), (3, 'folds'), (4, 'folds')]",0
"4, 1, 1, 2","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (0, 'folds'), (1, 'folds'), (2, 'folds'), (3, 'raises 125 to 225'), (4, 'folds'), (5, 'folds')]",0
"3, 3, 4, 2","[(5, 'posts small blind 50'), (0, 'posts big blind 100'), (1, 'folds'), (2, 'folds'), (3, 'raises 125 to 225'), (4, 'folds'), (5, 'folds'), (0, 'folds')]",0
"4, 2, 2, 3, 3, 3, 5, 1, 12, 1","[(0, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'folds'), (3, 'raises 125 to 225'), (4, 'folds'), (5, 'calls 225'), (0, 'folds'), (1, 'calls 125'), (1, 'checks'), (3, 'checks'), (5, 'bets 180'), (1, 'folds'), (3, 'folds')]",0
"6, 3, 7, 2, 11, 3, 1, 2, 10, 1, 9, 4","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (1, 'calls 50'), (2, 'raises 225 to 325'), (1, 'calls 225'), (1, 'checks'), (2, 'bets 400'), (1, 'calls 400'), (1, 'checks'), (2, 'bets 1050'), (1, 'folds')]",0
"5, 3, 4, 3, 5, 2, 1, 4, 1, 1","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (4, 'folds'), (5, 'raises 100 to 200'), (0, 'folds'), (1, 'folds'), (2, 'folds'), (3, 'calls 100'), (3, 'checks'), (5, 'bets 110'), (3, 'folds')]",0
"8, 1, 5, 2","[(3, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'folds'), (0, 'folds'), (1, 'folds'), (2, 'folds'), (3, 'folds')]",0
"1, 2, 9, 1","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (0, 'folds'), (1, 'folds'), (2, 'folds'), (3, 'raises 125 to 225'), (4, 'folds'), (5, 'raises 1075 to 1300'), (3, 'folds')]",0
"10, 2, 3, 3","[(5, 'posts small blind 50'), (0, 'posts big blind 100'), (1, 'folds'), (2, 'folds'), (3, 'raises 125 to 225'), (4, 'folds'), (5, 'raises 925 to 1150'), (0, 'folds'), (3, 'folds')]",0
"13, 3, 5, 4","[(0, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'folds'), (3, 'raises 125 to 225'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (1, 'folds')]",0
"4, 3, 1, 2, 10, 2, 6, 4, 3, 3","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (0, 'raises 150 to 250'), (1, 'folds'), (2, 'calls 150'), (2, 'checks'), (0, 'bets 275'), (2, 'folds')]",1
"9, 1, 2, 2, 8, 2, 9, 3, 4, 2","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (4, 'raises 110 to 210'), (5, 'raises 440 to 650'), (0, 'folds'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (4, 'calls 440'), (4, 'checks'), (5, 'bets 725'), (4, 'raises 1450 to 2175'), (5, 'folds')]",0
"9, 2, 5, 3, 9, 3, 2, 3, 1, 2","[(3, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'folds'), (0, 'folds'), (1, 'folds'), (2, 'raises 144 to 244'), (3, 'folds'), (4, 'calls 144'), (4, 'checks'), (2, 'bets 150'), (4, 'folds')]",0
"13, 4, 11, 2","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (0, 'raises 150 to 250'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (4, 'raises 850 to 1100'), (5, 'folds'), (0, 'folds')]",0
"1, 3, 12, 4","[(5, 'posts small blind 50'), (0, 'posts big blind 100'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (4, 'folds'), (5, 'folds')]",1
"5, 4, 2, 2","[(0, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'folds'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (0, 'folds')]",0
"10, 3, 13, 2","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (0, 'raises 100 to 200'), (1, 'folds'), (2, 'folds')]",1
"3, 1, 1, 2, 2, 1, 3, 4, 12, 2, 12, 4, 9, 2","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (4, 'raises 110 to 210'), (5, 'folds'), (0, 'folds'), (1, 'calls 210'), (2, 'folds'), (3, 'calls 110'), (3, 'checks'), (4, 'checks'), (1, 'checks'), (3, 'checks'), (4, 'bets 340'), (1, 'calls 340'), (3, 'folds'), (4, 'checks'), (1, 'bets 1000'), (4, 'folds')]",0
"3, 4, 11, 3, 8, 1, 10, 3, 7, 3, 3, 3, 5, 1","[(3, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'folds'), (0, 'folds'), (1, 'folds'), (2, 'raises 144 to 244'), (3, 'raises 856 to 1100'), (4, 'folds'), (2, 'calls 856'), (3, 'checks'), (2, 'checks'), (3, 'checks'), (2, 'checks'), (3, 'bets 1575'), (2, 'folds')]",0
"8, 3, 1, 2, 5, 4, 1, 4, 6, 2, 3, 3, 12, 2","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (0, 'folds'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (4, 'raises 200 to 300'), (5, 'calls 200'), (4, 'checks'), (5, 'bets 150'), (4, 'calls 150'), (4, 'checks'), (5, 'checks'), (4, 'checks'), (5, 'checks'), (5, 'shows [7h 7c]')]",0
"5, 2, 5, 1","[(5, 'posts small blind 50'), (0, 'posts big blind 100'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (4, 'folds'), (5, 'folds')]",1
"6, 3, 9, 2","[(0, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'folds'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (0, 'folds')]",0
"2, 4, 7, 3, 12, 2, 9, 2, 9, 1, 7, 2, 4, 4","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'folds'), (4, 'raises 110 to 210'), (5, 'folds'), (0, 'folds'), (1, 'folds'), (2, 'calls 110'), (2, 'checks'), (4, 'checks'), (2, 'checks'), (4, 'checks'), (2, 'checks'), (4, 'bets 235'), (2, 'folds')]",0
"4, 1, 11, 2","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (1, 'folds'), (2, 'folds')]",0
"8, 3, 13, 2, 10, 4, 11, 4, 5, 3, 3, 2","[(3, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'folds'), (0, 'folds'), (1, 'folds'), (2, 'raises 144 to 244'), (3, 'folds'), (4, 'calls 144'), (4, 'checks'), (2, 'checks'), (4, 'bets 720'), (2, 'folds')]",0
"7, 4, 1, 2","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (0, 'folds'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (4, 'folds')]",0
"8, 1, 4, 1, 7, 4, 1, 4, 11, 3","[(5, 'posts small blind 50'), (0, 'posts big blind 100'), (1, 'folds'), (2, 'folds'), (3, 'raises 125 to 225'), (4, 'folds'), (5, 'raises 925 to 1150'), (0, 'folds'), (3, 'calls 925'), (5, 'bets 1700'), (3, 'folds')]",0
"10, 2, 12, 1","[(0, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'folds'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (0, 'raises 150 to 250'), (1, 'raises 600 to 850'), (0, 'folds')]",0
"11, 2, 3, 4","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (1, 'folds')]",0
"6, 4, 2, 2, 12, 3, 6, 2, 12, 4, 3, 4, 8, 2","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (4, 'folds'), (5, 'raises 100 to 200'), (0, 'folds'), (1, 'raises 500 to 700'), (2, 'folds'), (3, 'folds'), (5, 'calls 500'), (5, 'checks'), (1, 'checks'), (5, 'bets 450'), (1, 'calls 450'), (5, 'bets 720'), (1, 'raises 1530 to 2250'), (5, 'folds')]",0
"12, 2, 8, 2, 12, 4, 6, 1, 1, 3, 9, 1, 3, 3","[(3, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'folds'), (0, 'raises 125 to 225'), (1, 'folds'), (2, 'calls 225'), (3, 'folds'), (4, 'calls 125'), (4, 'checks'), (0, 'checks'), (2, 'checks'), (4, 'checks'), (0, 'checks'), (2, 'checks'), (4, 'bets 375'), (0, 'folds'), (2, 'folds')]",0
"2, 3, 3, 1, 4, 3, 9, 2, 9, 1, 9, 3, 2, 4","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (0, 'folds'), (1, 'raises 125 to 225'), (2, 'calls 225'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (1, 'bets 300'), (2, 'calls 300'), (1, 'checks'), (2, 'checks'), (1, 'checks'), (2, 'bets 675'), (1, 'calls 675'), (2, 'shows [Jd Js]')]",0
"5, 4, 2, 3","[(5, 'posts small blind 50'), (0, 'posts big blind 100'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (4, 'folds'), (5, 'folds')]",1
"4, 2, 11, 1, 9, 3, 7, 4, 3, 1, 13, 3","[(0, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'folds'), (3, 'folds'), (4, 'folds'), (5, 'raises 122 to 222'), (0, 'folds'), (1, 'raises 777 to 999'), (5, 'calls 777'), (1, 'bets 700'), (5, 'calls 700'), (1, 'bets 1500'), (5, 'folds')]",0
"7, 1, 4, 2","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'folds'), (4, 'folds'), (5, 'raises 100 to 200'), (0, 'folds'), (1, 'folds'), (2, 'folds')]",0
"6, 4, 6, 3, 4, 3, 3, 1, 8, 4, 12, 2, 13, 1","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (4, 'folds'), (5, 'folds'), (0, 'raises 125 to 225'), (1, 'calls 225'), (2, 'folds'), (3, 'folds'), (0, 'checks'), (1, 'checks'), (0, 'checks'), (1, 'bets 300'), (0, 'calls 300'), (0, 'checks'), (1, 'checks'), (0, 'shows [6s 6c]'), (1, 'shows [6h 6d]')]",0
"7, 2, 13, 2","[(3, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'folds'), (0, 'raises 100 to 200'), (1, 'folds'), (2, 'raises 500 to 700'), (3, 'folds'), (4, 'folds'), (0, 'folds')]",0
"11, 1, 8, 3","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (0, 'folds'), (1, 'folds'), (2, 'folds'), (3, 'raises 125 to 225'), (4, 'folds'), (5, 'raises 1075 to 1300'), (3, 'folds')]",0
"10, 4, 9, 1, 10, 3, 6, 3, 7, 4, 11, 1, 3, 3","[(5, 'posts small blind 50'), (0, 'posts big blind 100'), (1, 'raises 125 to 225'), (2, 'folds'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (0, 'calls 125'), (0, 'checks'), (1, 'checks'), (0, 'checks'), (1, 'bets 350'), (0, 'calls 350'), (0, 'checks'), (1, 'checks'), (0, 'shows [Ts 9h]')]",1
"8, 3, 1, 4, 13, 2, 6, 1, 11, 3, 7, 4","[(0, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'folds'), (3, 'raises 125 to 225'), (4, 'raises 475 to 700'), (5, 'folds'), (0, 'folds'), (1, 'folds'), (3, 'raises 1650 to 2350'), (4, 'calls 1650'), (3, 'checks'), (4, 'checks'), (3, 'bets 1750'), (4, 'folds')]",0
"8, 2, 12, 3, 10, 4, 2, 2, 7, 4","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'folds'), (4, 'folds'), (5, 'raises 100 to 200'), (0, 'folds'), (1, 'folds'), (2, 'calls 100'), (2, 'checks'), (5, 'bets 135'), (2, 'raises 390 to 525'), (5, 'folds')]",0
